,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_non_overlapping_value,first_no_max_datetime,second_max_non_overlapping_value,second_no_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
527418,11,1,41,42101,1,38.895572,-76.958072,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2003,Parts per million,No Events,8519,97,Y,351,365,0,0,0.0,0.0,Certified,0,0.90027,0.626415,4.5,22-11-2003 06:00,4.5,22-11-2003 07:00,4.3,22-11-2003 05:00,4.3,22-11-2003 08:00,4.5,22-11-2003 06:00,4.0,10-01-2003 00:00,3.1,2.6,2.1,1.6,1.2,0.8,0.2,RIVER TERRACE,420 34th Street N.E.Washington DC 20019,District Of Columbia,District of Columbia,Washington,Washington-Arlington-Alexandria DC-VA-MD-WV,20-04-2016
528247,36,29,16,42101,1,42.886447,-78.888925,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8663,99,Y,359,365,0,0,0.0,0.0,Certification not required,0,0.752949,0.318654,2.8,13-01-1995 21:00,2.8,13-01-1995 22:00,2.7,13-01-1995 20:00,2.7,13-01-1995 23:00,2.8,13-01-1995 21:00,2.7,06-07-1995 14:00,1.8,1.6,1.3,1.2,0.9,0.7,0.4,BUFFALO DOWNTOWN,65 COURT STREET NIAGARA SQUARE,New York,Erie,Buffalo,Buffalo-Cheektowaga-Niagara Falls NY,27-04-2016
528723,9,9,27,42101,1,41.3014,-72.902871,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2008,Parts per million,No Events,5395,61,Y,222,366,0,0,0.0,0.0,Certified,0,0.361131,0.206898,1.9,08-01-2008 03:00,1.9,08-01-2008 04:00,1.8,08-01-2008 02:00,1.8,08-01-2008 05:00,1.9,08-01-2008 03:00,1.6,01-01-2008 05:00,1.1,1.0,0.7,0.6,0.4,0.3,0.2,Criscuolo Park-New Haven,1JAMES STREET,Connecticut,New Haven,New Haven,New Haven-Milford CT,11-04-2016
530260,12,103,2008,42101,1,27.892801,-82.680378,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,No Events,8491,97,Y,350,365,0,0,0.0,0.0,Certified,0,1.043128,0.441313,3.0,30-01-1998 08:00,3.0,30-01-1998 09:00,2.9,30-01-1998 10:00,2.8,30-01-1998 07:00,3.0,30-01-1998 08:00,2.6,30-01-1998 12:00,2.1,2.0,1.9,1.7,1.3,1.0,0.5,Gateway,13280 34TH STREET N. CLEARWATER (ULMERTON RD),Florida,Pinellas,Clearwater,Tampa-St. Petersburg-Clearwater FL,15-04-2016
532190,6,85,5,42101,1,37.348497,-121.894898,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8678,99,Y,357,366,0,0,0.0,0.0,Certified,0,0.638707,0.428156,3.0,18-12-2004 01:00,2.9,16-11-2004 03:00,2.9,18-12-2004 00:00,2.9,18-12-2004 02:00,3.0,18-12-2004 01:00,2.9,16-11-2004 03:00,2.3,2.1,1.5,1.2,0.7,0.5,0.3,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,San Jose-Sunnyvale-Santa Clara CA,13-04-2016
532804,20,173,1014,42101,1,37.686403,-97.338379,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1988,Parts per million,No Events,8446,96,Y,349,366,0,0,0.0,0.0,Certification not required,0,1.62098,1.091418,8.9,01-04-1988 17:00,8.7,01-04-1988 18:00,8.1,01-04-1988 19:00,8.1,31-12-1988 00:00,8.9,01-04-1988 17:00,8.1,31-12-1988 00:00,5.2,4.6,3.8,3.1,2.1,1.3,0.5,DOUGLAS & MAIN,ONE MAIN PLACE AT MAIN AND DOUGLAS,Kansas,Sedgwick,Wichita,Wichita KS,25-04-2010
549716,4,13,1004,42101,1,33.56033,-112.06626,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8561,97,Y,354,366,0,0,0.0,0.0,Certification not required,0,1.10528,0.658468,3.9,25-01-1996 12:00,3.8,25-01-1996 13:00,3.7,05-01-1996 12:00,3.7,21-12-1996 00:00,3.9,25-01-1996 12:00,3.7,05-01-1996 12:00,3.0,2.8,2.4,2.1,1.5,0.9,0.4,NORTH PHOENIX,601 E BUTLER DR & N 6TH STPHOENIX,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,22-04-2016
550432,30,13,1025,42101,1,47.496347,-111.294975,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,7913,90,Y,327,366,0,0,0.0,0.0,Certified,0,1.083154,0.655696,8.5,06-03-1996 15:00,8.1,06-03-1996 13:00,8.1,06-03-1996 14:00,8.0,06-03-1996 12:00,8.5,06-03-1996 15:00,5.4,14-11-1996 14:00,3.4,2.8,2.2,1.8,1.4,1.0,0.4,MID-BLOCK ON SOUTH SIDE OF 10TH AVE S; BETWEEN 7TH & 8TH STREETS,SKYWAY CONOCO 700-10TH AVE SOUTH,Montana,Cascade,Great Falls,Great Falls MT,22-04-2016
552164,6,85,5,42101,1,37.348497,-121.894898,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2007,Parts per million,No Events,8635,99,Y,353,365,0,0,0.0,0.0,Certification not required,0,0.448929,0.365259,2.7,24-12-2007 03:00,2.7,24-12-2007 04:00,2.5,24-12-2007 02:00,2.5,24-12-2007 05:00,2.7,24-12-2007 03:00,2.4,10-01-2007 03:00,1.9,1.6,1.3,0.9,0.5,0.3,0.2,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,San Jose-Sunnyvale-Santa Clara CA,26-07-2010
553627,17,31,4002,42101,1,41.855243,-87.75247,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1993,Parts per million,No Events,8480,97,Y,353,365,0,0,0.0,0.0,Certified,0,0.68375,0.465541,5.5,18-11-1993 06:00,5.5,18-11-1993 07:00,5.3,18-11-1993 08:00,5.2,18-11-1993 05:00,5.5,18-11-1993 06:00,4.5,18-11-1993 10:00,2.2,1.9,1.4,1.2,0.9,0.6,0.2,COOK COUNTY TRAILER,1820 S. 51ST AVE.,Illinois,Cook,Cicero,Chicago-Naperville-Elgin IL-IN-WI,21-04-2016
560409,35,1,28,42101,1,35.102652,-106.577438,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2012,Parts per million,No Events,7854,89,Y,322,366,0,0,0.0,0.0,Certified,0,0.499567,0.417535,2.7,22-12-2012 00:00,2.6,21-12-2012 23:00,2.6,22-12-2012 01:00,2.4,22-12-2012 02:00,2.7,22-12-2012 00:00,2.2,15-01-2012 05:00,1.7,1.6,1.3,1.1,0.7,0.4,0.0,UPTOWN SAN PEDRO,2200 SAN PEDRO NE,New Mexico,Bernalillo,Albuquerque,Albuquerque NM,09-04-2016
570999,18,163,22,42101,1,37.977647,-87.596781,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2012,Parts per million,No Events,7796,89,Y,321,366,0,0,0.0,0.0,Certified,0,0.877206,0.603337,5.7,25-01-2012 15:00,5.5,25-01-2012 16:00,5.4,25-01-2012 14:00,5.1,25-01-2012 17:00,5.7,25-01-2012 15:00,4.7,26-01-2012 15:00,3.1,2.6,2.0,1.6,1.1,0.8,0.2,Evansville- Lloyd,10 S. 11th St/ Evansville- Lloyd,Indiana,Vanderburgh,Evansville,Evansville IN-KY,05-04-2017
585182,4,19,1011,42101,1,32.204411,-110.878067,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8646,99,Y,359,365,0,0,0.0,0.0,Certification not required,0,0.576764,0.360644,3.0,06-12-1995 21:00,3.0,06-12-1995 22:00,3.0,06-12-1995 23:00,3.0,07-12-1995 00:00,3.0,06-12-1995 21:00,2.6,07-01-1995 00:00,1.8,1.6,1.3,1.0,0.7,0.5,0.2,22ND & CRAYCROFT,1237 S. BEVERLY  TUCSON,Arizona,Pima,Tucson,Tucson AZ,27-04-2016
589932,17,143,36,42101,1,40.700072,-89.613414,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2002,Parts per million,No Events,8737,100,Y,365,365,0,0,0.0,0.0,Certified,0,0.959746,0.539219,4.0,10-12-2002 23:00,3.9,11-12-2002 00:00,3.8,10-12-2002 22:00,3.8,11-12-2002 01:00,4.0,10-12-2002 23:00,3.1,11-12-2002 04:00,2.4,2.2,2.0,1.7,1.3,0.9,0.3,COMMERCIAL BUILDING,1005 N. UNIVERSITY,Illinois,Peoria,Peoria,Peoria IL,19-04-2016
593249,17,197,1011,42101,1,41.221537,-88.190967,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2000,Parts per million,No Events,8412,96,Y,346,366,0,0,0.0,0.0,Certified,0,0.204339,0.10597,0.7,30-08-2000 08:00,0.7,30-08-2000 09:00,0.7,30-08-2000 10:00,0.7,30-08-2000 11:00,0.7,30-08-2000 08:00,0.6,17-03-2000 12:00,0.5,0.5,0.4,0.3,0.3,0.2,0.1,COM ED TRAINING CENTER,36400 S. ESSEX RD.,Illinois,Will,Braidwood,Chicago-Naperville-Elgin IL-IN-WI,15-04-2016
597155,12,31,80,42101,1,30.309119,-81.652341,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,Events Inclucded,8252,94,Y,335,365,0,0,0.0,0.0,Certified,0,0.432429,0.306533,4.5,19-06-1998 09:00,4.4,19-06-1998 08:00,4.3,19-06-1998 07:00,4.3,19-06-1998 10:00,4.5,19-06-1998 09:00,2.9,19-06-1998 05:00,1.5,1.3,0.9,0.7,0.5,0.4,0.1,Southside Playground,1605 MINERVA Ave JACKSONVILLE FL. 32207,Florida,Duval,Jacksonville,Jacksonville FL,15-04-2016
597714,18,163,12,42101,1,38.021727,-87.569458,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1991,Parts per million,No Events,7873,90,Y,324,365,0,0,0.0,0.0,Certified,0,0.47668,0.307188,2.7,04-02-1991 09:00,2.7,04-02-1991 10:00,2.6,19-01-1991 01:00,2.6,04-02-1991 11:00,2.7,04-02-1991 09:00,2.6,19-01-1991 01:00,1.8,1.4,1.1,0.8,0.5,0.3,0.3,Evansville CAAP,425 WEST MILL ROAD/ FIRE STATION #17,Indiana,Vanderburgh,Evansville,Evansville IN-KY,28-04-2016
599424,6,65,5001,42101,1,33.85275,-116.54101,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8641,99,Y,357,365,0,0,0.0,0.0,Certification not required,0,0.178521,0.070656,0.6,04-01-2010 21:00,0.6,04-01-2010 22:00,0.5,04-01-2010 18:00,0.5,04-01-2010 19:00,0.6,04-01-2010 21:00,0.5,11-01-2010 18:00,0.4,0.3,0.3,0.3,0.2,0.2,0.1,Palm Springs,FS-590 RACQUET CLUB AVE PALM SPRINGS,California,Riverside,Palm Springs,Riverside-San Bernardino-Ontario CA,10-04-2016
606777,11,1,23,42101,1,38.903889,-77.046389,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2008,Parts per million,No Events,8755,100,Y,365,366,0,0,0.0,0.0,Certification not required,0,0.617567,0.229167,2.6,06-03-2008 14:00,2.6,06-03-2008 15:00,2.5,06-03-2008 13:00,2.4,06-03-2008 12:00,2.6,06-03-2008 14:00,1.8,06-03-2008 18:00,1.2,1.1,1.0,0.9,0.7,0.6,0.4,Verizon,VERIZON PHONE CO.2055 L ST.  N.W.,District Of Columbia,District of Columbia,Washington,Washington-Arlington-Alexandria DC-VA-MD-WV,11-04-2016
609081,25,27,23,42101,1,42.263955,-71.794322,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8412,96,Y,346,365,0,0,0.0,0.0,Certification not required,0,0.501153,0.178028,1.7,12-12-2010 00:00,1.6,11-12-2010 23:00,1.6,12-12-2010 01:00,1.5,11-12-2010 22:00,1.7,12-12-2010 00:00,1.4,13-11-2010 23:00,1.0,0.9,0.8,0.7,0.6,0.5,0.3,WORCESTER SUMMER STREET,SUMMER ST,Massachusetts,Worcester,Worcester,Worcester MA-CT,10-04-2016
611434,39,153,20,42101,1,41.106486,-81.503547,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2005,Parts per million,No Events,8754,100,Y,365,365,0,0,0.0,0.0,Certified,0,0.420368,0.230656,1.9,04-02-2005 11:00,1.9,04-02-2005 12:00,1.8,04-02-2005 09:00,1.8,04-02-2005 10:00,1.9,04-02-2005 11:00,1.6,15-03-2005 08:00,1.2,1.0,0.8,0.7,0.5,0.4,0.1,PATTERSON PARK (PATT_PARK),800 PATTERSON AVE.,Ohio,Summit,Akron,Akron OH,18-04-2016
616351,27,53,954,42101,1,44.980995,-93.273719,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1993,Parts per million,No Events,8482,97,Y,352,365,0,0,0.0,0.0,Certified,0,1.051391,0.61887,4.1,03-03-1993 00:00,4.1,04-04-1993 04:00,4.0,02-03-1993 23:00,4.0,03-03-1993 01:00,4.1,03-03-1993 00:00,4.1,04-04-1993 04:00,3.1,2.7,2.3,1.9,1.4,0.9,0.4,Arts Center,528 HENNEPIN AVENUE,Minnesota,Hennepin,Minneapolis,Minneapolis-St. Paul-Bloomington MN-WI,21-04-2016
617413,48,201,1037,42101,1,29.751111,-95.361389,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1997,Parts per million,No Events,8103,93,Y,321,365,0,0,0.0,0.0,Certification not required,0,0.574293,0.48834,3.5,21-03-1997 03:00,3.5,18-12-1997 04:00,3.4,21-03-1997 02:00,3.4,21-03-1997 04:00,3.5,21-03-1997 03:00,3.5,18-12-1997 04:00,2.1,1.8,1.4,1.2,0.9,0.5,0.0,SOUTH OF CRAWFORD & POLK INTERSECTION,1307 1/2 CRAWFORD ST.,Texas,Harris,Houston,Houston-The Woodlands-Sugar Land TX,22-04-2016
617965,18,89,15,42101,1,41.628647,-87.46143,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2015,Parts per million,No Events,7603,87,Y,318,365,0,0,0.0,0.0,Certified,0,0.713218,0.272665,2.1,07-04-2015 11:00,2.1,07-04-2015 12:00,2.1,19-06-2015 09:00,2.1,19-06-2015 10:00,2.1,07-04-2015 11:00,2.1,19-06-2015 09:00,1.5,1.4,1.2,1.0,0.9,0.7,0.4,East Chicago- Post Office,901 EAST CHICAGO AVE/ EAST CHICAGO POST OFFICE,Indiana,Lake,East Chicago,Chicago-Naperville-Elgin IL-IN-WI,07-04-2016
627035,42,3,31,42101,1,40.443367,-79.990293,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2014,Parts per million,No Events,8699,99,Y,362,365,0,0,0.0,0.0,Certified,0,0.242177,0.147749,1.8,05-01-2014 14:00,1.7,05-01-2014 10:00,1.7,05-01-2014 11:00,1.7,05-01-2014 12:00,1.8,05-01-2014 14:00,1.6,05-01-2014 17:00,0.7,0.6,0.5,0.4,0.3,0.2,0.1,Flag Plaza,1275 Bedford Ave Pittsburgh PA 15219 (Flag Plaza),Pennsylvania,Allegheny,Pittsburgh,Pittsburgh PA,08-04-2016
628026,26,163,1,42101,1,42.22862,-83.2082,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2007,Parts per million,No Events,5279,60,Y,214,365,0,0,0.0,0.0,Certification not required,0,0.268176,0.157323,1.4,21-04-2007 07:00,1.4,30-04-2007 20:00,1.4,30-04-2007 21:00,1.3,21-04-2007 06:00,1.4,21-04-2007 07:00,1.4,30-04-2007 20:00,0.9,0.7,0.6,0.4,0.3,0.2,0.1,Allen Park,14700 GODDARD,Michigan,Wayne,Allen Park,Detroit-Warren-Dearborn MI,12-04-2016
628417,32,31,1005,42101,1,39.540917,-119.746761,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8692,99,Y,361,365,0,0,0.0,0.0,Certified,0,1.178785,0.88689,7.2,25-11-1995 00:00,7.2,25-11-1995 01:00,6.9,24-11-1995 23:00,6.7,25-11-1995 02:00,7.2,25-11-1995 00:00,5.5,27-12-1995 01:00,4.1,3.7,3.1,2.4,1.6,0.9,0.3,Sparks,750 4TH ST SPARKS NV 89431,Nevada,Washoe,Sparks,Reno NV,27-04-2016
632974,39,35,51,42101,1,41.504661,-81.690186,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8156,93,Y,327,366,0,0,4.0,4.0,Certified,0,0.903372,0.701184,10.6,26-03-1996 06:00,10.6,26-03-1996 07:00,10.1,26-03-1996 05:00,9.6,26-03-1996 08:00,10.6,26-03-1996 06:00,9.4,27-11-1996 06:00,3.2,2.6,2.0,1.6,1.1,0.8,0.3,GALLERIA,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,22-04-2016
633505,4,19,1031,42101,1,32.1912,-110.840582,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,4269,49,Y,177,365,0,0,0.0,0.0,Certification not required,0,0.409206,0.196566,1.4,03-12-2010 20:00,1.4,03-12-2010 21:00,1.3,03-12-2010 19:00,1.3,03-12-2010 22:00,1.4,03-12-2010 20:00,1.2,30-11-2010 21:00,1.0,0.9,0.8,0.7,0.5,0.4,0.2,GOLF LINKS,2601 SOUTH KOLB ROAD,Arizona,Pima,Tucson,Tucson AZ,17-05-2016
637876,32,510,4,42101,1,39.173056,-119.759167,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2006,Parts per million,No Events,8626,98,Y,359,365,0,0,0.0,0.0,Certification not required,0,0.391885,0.395935,2.8,06-12-2006 01:00,2.8,06-12-2006 07:00,2.8,06-12-2006 08:00,2.7,06-12-2006 00:00,2.8,06-12-2006 01:00,2.7,06-12-2006 00:00,1.9,1.6,1.3,0.9,0.5,0.3,0.1,NW CORNER OF EQUIPMENT YARD.,875 EAST LONG STREET,Nevada,Carson City,Carson City,Carson City NV,13-04-2016
640303,30,63,5,42101,1,46.848813,-114.017054,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1991,Parts per million,No Events,4903,56,Y,203,365,0,0,13.0,13.0,Certified,0,3.169529,1.797404,10.3,03-12-1991 22:00,10.2,03-12-1991 21:00,10.0,03-12-1991 23:00,9.9,03-12-1991 20:00,10.3,03-12-1991 22:00,9.9,04-12-1991 17:00,8.8,8.1,6.6,5.6,4.1,2.9,1.1,Msla Malfunction Junction,MALFUNCTION JCT SOUTH BROOKS & RUSSELL,Montana,Missoula,Missoula,Missoula MT,28-04-2016
652710,40,21,9002,42101,1,35.85408,-94.985964,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2001,Parts per million,No Events,8721,100,Y,364,365,0,0,0.0,0.0,Certified,0,0.02979,0.063698,0.6,05-01-2001 22:00,0.5,05-01-2001 23:00,0.5,06-01-2001 00:00,0.5,07-01-2001 00:00,0.6,05-01-2001 22:00,0.5,07-01-2001 00:00,0.3,0.2,0.1,0.1,0.0,0.0,0.0,TAHLEQUAH SHELTER,P.O. BOX 948   TAHLEQUAH OK  74464,Oklahoma,Cherokee,Park Hill,Tahlequah OK,14-04-2016
657788,6,67,6,42101,1,38.613779,-121.368014,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8523,97,Y,348,365,0,0,0.0,0.0,Certification not required,0,0.286073,0.186406,1.6,16-12-2010 02:00,1.6,16-12-2010 03:00,1.5,16-12-2010 01:00,1.5,16-12-2010 04:00,1.6,16-12-2010 02:00,1.5,24-12-2010 03:00,1.0,0.9,0.7,0.5,0.3,0.2,0.1,Sacramento-Del Paso Manor,DEL PASO-2701 AVALON DR SACRAMENTO,California,Sacramento,Arden-Arcade,Sacramento--Roseville--Arden-Arcade CA,10-04-2016
661655,2,20,18,42101,1,61.205861,-149.824602,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1997,Parts per million,No Events,4216,48,Y,176,365,0,0,0.0,0.0,Certified,0,1.561385,1.035387,7.3,01-01-1997 18:00,7.3,01-01-1997 19:00,7.1,06-01-1997 13:00,7.0,01-01-1997 20:00,7.3,01-01-1997 18:00,7.1,06-01-1997 13:00,5.0,4.5,3.6,3.0,2.0,1.3,0.5,GARDEN/TRINITY CHRISTIAN CHURCH,3000 EAST 16TH AVENUE,Alaska,Anchorage,Anchorage,Anchorage AK,16-04-2016
675387,6,37,1602,42101,1,34.01194,-118.06995,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8608,98,Y,354,365,0,0,0.0,0.0,Certification not required,0,0.426382,0.309438,1.9,04-12-2010 07:00,1.8,04-12-2010 03:00,1.8,04-12-2010 04:00,1.8,04-12-2010 05:00,1.9,04-12-2010 07:00,1.8,10-12-2010 10:00,1.5,1.3,1.1,0.9,0.6,0.3,0.1,Pico Rivera #2,4144 SAN GABRIEL RIVER PKWY PICO RIVERA,California,Los Angeles,Pico Rivera,Los Angeles-Long Beach-Anaheim CA,10-04-2016
675685,39,153,22,42101,1,41.080266,-81.516228,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8740,99,Y,364,366,0,0,0.0,0.0,Certified,0,0.462414,0.304756,2.3,06-12-2004 18:00,2.3,06-12-2004 19:00,2.2,15-11-2004 08:00,2.2,15-11-2004 09:00,2.3,06-12-2004 18:00,2.2,15-11-2004 08:00,1.5,1.3,1.0,0.8,0.6,0.4,0.2,WORKSHOP (MORLEY HEALTH BLDG.),177 S. BROADWAY,Ohio,Summit,Akron,Akron OH,14-04-2016
677839,6,87,3,42101,1,37.011894,-122.194413,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2002,Parts per million,No Events,8023,92,Y,333,365,0,0,0.0,0.0,Certified,0,0.369114,0.13788,0.8,01-02-2002 19:00,0.8,01-02-2002 20:00,0.8,01-02-2002 21:00,0.8,01-02-2002 22:00,0.8,01-02-2002 19:00,0.8,13-03-2002 23:00,0.7,0.6,0.6,0.5,0.5,0.4,0.2,Davenport,Center St,California,Santa Cruz,Davenport,Santa Cruz-Watsonville CA,19-04-2016
679248,51,13,20,42101,1,38.8577,-77.05922,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8740,99,Y,365,366,0,0,0.0,0.0,Certified,0,0.5204,0.446614,4.3,18-01-1996 00:00,4.3,18-01-1996 01:00,4.2,18-01-1996 02:00,4.0,17-01-1996 23:00,4.3,18-01-1996 00:00,4.0,18-11-1996 07:00,2.3,1.8,1.3,1.0,0.7,0.4,0.1,Aurora Hills Visitors Center,S 18TH AND HAYES ST,Virginia,Arlington,Arlington,Washington-Arlington-Alexandria DC-VA-MD-WV,26-04-2016
680969,24,5,1007,42101,1,39.462029,-76.631673,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2005,Parts per million,No Events,7955,91,Y,329,365,0,0,0.0,0.0,Requested but denied,0,0.374104,0.255792,1.8,01-11-2005 08:00,1.8,01-11-2005 09:00,1.7,01-11-2005 07:00,1.7,01-11-2005 10:00,1.8,01-11-2005 08:00,1.7,05-11-2005 00:00,1.2,1.0,0.8,0.7,0.5,0.3,0.1,Padonia,Padonia Elementary School 9834 Greenside Drive,Maryland,Baltimore,Cockeysville,Baltimore-Columbia-Towson MD,20-04-2016
686978,4,19,1024,42101,1,32.295909,-110.823422,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1992,Parts per million,No Events,7839,89,Y,317,366,0,0,0.0,0.0,Certification not required,0,0.542952,0.267579,2.2,02-12-1992 13:00,2.0,02-12-1992 12:00,1.9,02-12-1992 09:00,1.9,02-12-1992 10:00,2.2,02-12-1992 13:00,1.8,09-01-1992 13:00,1.4,1.2,1.0,0.9,0.7,0.5,0.2,Sabino Canyon,4829 N SABINO CANYON RD TUCSON,Arizona,Pima,Tucson,Tucson AZ,17-05-2016
